number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
49,25,33,0.11,0.3540026455026454,10,4.05,Chicago,2002
57,27,35,0.09971509971509972,0.3427859177859176,10,4.170940170940171,Chicago,2003
65,35,47,0.07899159663865546,0.3234033613445373,10,4.236974789915966,Chicago,2004
69,72,94,0.036776212832550864,0.2640936245983215,12,4.942097026604069,Chicago,2005
83,93,119,0.027816736792893877,0.2515102183931116,10,4.947639083683964,Chicago,2006
94,126,166,0.02107936507936508,0.2389985686271339,13,5.130920634920635,Chicago,2007
104,162,212,0.0162564220535235,0.22567271527472635,13,5.314853155432866,Chicago,2008
122,204,270,0.01303969863807592,0.20926448185574748,13,5.689075630252101,Chicago,2009
135,256,362,0.011090686274509804,0.2106429789403219,12,5.539368872549019,Chicago,2010
168,331,525,0.009612743751716562,0.21814141136735063,11,5.265751167261741,Chicago,2011
217,441,772,0.00795712224283653,0.2215079815279382,13,5.133281797567512,Chicago,2012
241,576,1031,0.006225845410628019,0.21672733241604183,12,5.180096618357488,Chicago,2013
281,704,1321,0.005338322772533299,0.21758938263079963,12,5.132322513901461,Chicago,2014
312,877,1749,0.004553193483388263,0.21834031701347392,14,5.097710126364786,Chicago,2015
350,1057,2237,0.004008270978469654,0.21674493309011283,17,5.157610876981738,Chicago,2016
387,1221,2648,0.003555269129039621,0.2167540627027458,15,5.12034612854285,Chicago,2017
418,1431,3133,0.003062067213010609,0.21641477427335445,15,5.103134880493371,Chicago,2018
440,1621,3595,0.0027379837168033756,0.21627766404739854,14,5.094673307895599,Chicago,2019
470,1829,4136,0.002474119253026549,0.21581224773698132,15,5.08896002048207,Chicago,2020
496,1968,4477,0.0023130639288090897,0.21557919214125174,15,5.0884812826267565,Chicago,2021
509,2021,4605,0.002256014814742236,0.21669175553380393,13,5.045659192341797,Chicago,2022
510,2048,4671,0.0022283944491939423,0.21685570621302055,13,5.041429244778945,Chicago,2023
507,2059,4688,0.002212666097452649,0.21671193855173798,13,5.043573191435736,Chicago,2024
2,2,1,1.0,1.0,1,1.0,Reigate,2017
3,2,1,1.0,1.0,1,1.0,Reigate,2019
4,2,1,1.0,1.0,1,1.0,Reigate,2021
4,3,3,1.0,1.0,1,1.0,Reigate,2022
1,2,1,1.0,1.0,1,1.0,Moskva,2019
1,2,1,1.0,1.0,1,1.0,Gdansk,2005
3,2,1,1.0,1.0,1,1.0,Gdansk,2010
4,2,1,1.0,1.0,1,1.0,Gdansk,2011
7,2,1,1.0,1.0,1,1.0,Gdansk,2014
9,2,1,1.0,1.0,1,1.0,Gdansk,2015
10,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Gdansk,2016
11,6,6,0.4,0.7,2,1.6,Gdansk,2018
12,6,6,0.4,0.7,2,1.6,Gdansk,2020
14,6,6,0.4,0.7,2,1.6,Gdansk,2021
1,2,1,1.0,1.0,1,1.0,Gevelsberg,2024
1,2,1,1.0,1.0,1,1.0,San Juan,2011
1,3,3,1.0,1.0,1,1.0,San Juan,2012
3,3,3,1.0,1.0,1,1.0,San Juan,2014
6,3,3,1.0,1.0,1,1.0,San Juan,2015
9,3,3,1.0,1.0,1,1.0,San Juan,2016
9,3,3,1.0,1.0,1,1.0,San Juan,2017
11,3,3,1.0,1.0,1,1.0,San Juan,2018
13,4,3,0.5,0.75,2,1.5,San Juan,2019
14,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,San Juan,2020
17,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,San Juan,2021
19,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,San Juan,2022
19,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,San Juan,2023
1,3,3,1.0,1.0,1,1.0,Pontedera,2017
1,4,6,1.0,1.0,1,1.0,Pontedera,2022
1,2,1,1.0,1.0,1,1.0,Amesbury,2013
1,2,1,1.0,1.0,1,1.0,Amesbury,2021
1,2,1,1.0,1.0,1,1.0,Bergamo,2007
2,2,1,1.0,1.0,1,1.0,Bergamo,2014
3,2,1,1.0,1.0,1,1.0,Bergamo,2015
4,2,1,1.0,1.0,1,1.0,Bergamo,2019
7,3,3,1.0,1.0,1,1.0,Bergamo,2020
8,3,3,1.0,1.0,1,1.0,Bergamo,2021
9,3,3,1.0,1.0,1,1.0,Bergamo,2022
1,2,1,1.0,1.0,1,1.0,Abuja,2007
1,2,1,1.0,1.0,1,1.0,Abuja,2008
1,2,1,1.0,1.0,1,1.0,Abuja,2010
2,2,1,1.0,1.0,1,1.0,Abuja,2011
4,2,1,1.0,1.0,1,1.0,Abuja,2015
5,2,1,1.0,1.0,1,1.0,Abuja,2016
6,2,1,1.0,1.0,1,1.0,Abuja,2017
7,2,1,1.0,1.0,1,1.0,Abuja,2018
8,2,1,1.0,1.0,1,1.0,Abuja,2019
11,2,1,1.0,1.0,1,1.0,Abuja,2020
12,3,3,1.0,1.0,1,1.0,Abuja,2021
15,3,3,1.0,1.0,1,1.0,Abuja,2022
1,2,1,1.0,1.0,1,1.0,Cachan,2010
1,2,1,1.0,1.0,1,1.0,Haibach,2021
1,2,1,1.0,1.0,1,1.0,Rieka,2016
1,2,1,1.0,1.0,1,1.0,Buxtehude,2007
2,2,1,1.0,1.0,1,1.0,Sliema,2018
2,2,1,1.0,1.0,1,1.0,Sliema,2019
3,2,1,1.0,1.0,1,1.0,Sliema,2023
1,2,1,1.0,1.0,1,1.0,Clarence,2019
1,2,1,1.0,1.0,1,1.0,Beaumaris,2008
1,2,1,1.0,1.0,1,1.0,Trofa,2013
1,2,1,1.0,1.0,1,1.0,Juiz De Fora,2006
2,2,1,1.0,1.0,1,1.0,Juiz De Fora,2013
3,2,1,1.0,1.0,1,1.0,Juiz De Fora,2014
4,2,1,1.0,1.0,1,1.0,Juiz De Fora,2023
1,2,1,1.0,1.0,1,1.0,Wexford,2004
2,2,1,1.0,1.0,1,1.0,Wexford,2012
3,2,1,1.0,1.0,1,1.0,Wexford,2013
5,2,1,1.0,1.0,1,1.0,Wexford,2014
6,2,1,1.0,1.0,1,1.0,Wexford,2016
6,3,3,1.0,1.0,1,1.0,Wexford,2021
1,2,1,1.0,1.0,1,1.0,Durant,2016
1,2,1,1.0,1.0,1,1.0,Durant,2019
1,2,1,1.0,1.0,1,1.0,Balneário De Camboriú,2020
2,2,1,1.0,1.0,1,1.0,Balneário De Camboriú,2021
3,2,1,1.0,1.0,1,1.0,Balneário De Camboriú,2023
1,2,1,1.0,1.0,1,1.0,Grosse Pointe Farms,2014
1,3,3,1.0,1.0,1,1.0,Grosse Pointe Farms,2018
1,2,1,1.0,1.0,1,1.0,Everett,1993
2,2,1,1.0,1.0,1,1.0,Everett,2005
3,2,1,1.0,1.0,1,1.0,Everett,2006
4,2,1,1.0,1.0,1,1.0,Everett,2011
4,2,1,1.0,1.0,1,1.0,Everett,2014
5,2,1,1.0,1.0,1,1.0,Everett,2015
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Everett,2016
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Everett,2017
6,3,3,1.0,1.0,1,1.0,Everett,2020
7,3,3,1.0,1.0,1,1.0,Everett,2021
1,2,1,1.0,1.0,1,1.0,Ulm,2009
2,2,1,1.0,1.0,1,1.0,Ulm,2010
2,2,1,1.0,1.0,1,1.0,Ulm,2011
3,2,1,1.0,1.0,1,1.0,Ulm,2016
3,2,1,1.0,1.0,1,1.0,Ulm,2019
4,2,1,1.0,1.0,1,1.0,Ulm,2020
1,2,1,1.0,1.0,1,1.0,Sunnyvale,1992
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sunnyvale,1994
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sunnyvale,1997
6,4,3,0.5,0.75,2,1.5,Sunnyvale,1998
9,5,4,0.4,0.6666666666666667,3,1.8,Sunnyvale,1999
7,8,7,0.25,0.5095238095238094,6,2.7142857142857144,Sunnyvale,2000
10,11,10,0.18181818181818182,0.4666666666666669,6,2.8,Sunnyvale,2001
11,13,12,0.15384615384615385,0.45512820512820523,6,2.769230769230769,Sunnyvale,2002
8,35,38,0.06386554621848739,0.28671464389951673,13,5.025210084033613,Sunnyvale,2003
7,46,53,0.051207729468599035,0.2935162877916509,12,4.6521739130434785,Sunnyvale,2004
11,50,65,0.053061224489795916,0.32530677032718097,10,3.9926530612244897,Sunnyvale,2005
11,61,78,0.04262295081967213,0.3124737618180271,9,4.031147540983606,Sunnyvale,2006
15,71,96,0.0386317907444668,0.3209327392929023,8,3.797183098591549,Sunnyvale,2007
19,82,111,0.03342366757000903,0.30195359192649246,11,4.174043962661849,Sunnyvale,2008
23,103,134,0.025509232819341327,0.2853727046902362,13,4.361317342470969,Sunnyvale,2009
29,117,153,0.022546419098143235,0.2828294805858885,13,4.377541998231654,Sunnyvale,2010
32,125,172,0.022193548387096775,0.2991726155564731,11,4.046193548387097,Sunnyvale,2011
33,147,215,0.02003541142484391,0.3081118270312737,9,3.7417761625198023,Sunnyvale,2012
40,165,248,0.018329637841832964,0.2965953404811066,11,3.970362158167036,Sunnyvale,2013
43,179,276,0.01732471282405373,0.2974348206003412,10,3.92316866486724,Sunnyvale,2014
46,187,294,0.016905295842677248,0.30003764946840555,10,3.889080558909781,Sunnyvale,2015
53,201,313,0.015572139303482587,0.2966447721709279,10,3.9213930348258708,Sunnyvale,2016
56,213,334,0.014793161484631057,0.29628924841859394,10,3.9071662680485426,Sunnyvale,2017
61,222,369,0.015042191512779747,0.3016980619922601,10,3.8082018670253963,Sunnyvale,2018
63,232,388,0.014479773100462756,0.29913617144089677,11,3.85662039110315,Sunnyvale,2019
62,244,409,0.013796127639479188,0.29841459914835655,9,3.806887944410713,Sunnyvale,2020
61,252,418,0.013216973376335926,0.2960911456216923,9,3.8333017137798016,Sunnyvale,2021
62,254,421,0.013102611185459525,0.29539733916668787,9,3.8419283557934705,Sunnyvale,2022
63,254,425,0.013227101553017335,0.2956854454458921,9,3.8393140580747565,Sunnyvale,2023
1,2,1,1.0,1.0,1,1.0,Sherbrooke,2012
2,2,1,1.0,1.0,1,1.0,Sherbrooke,2014
3,2,1,1.0,1.0,1,1.0,Sherbrooke,2016
3,3,3,1.0,1.0,1,1.0,Sherbrooke,2017
4,3,3,1.0,1.0,1,1.0,Sherbrooke,2018
4,3,3,1.0,1.0,1,1.0,Sherbrooke,2020
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Sherbrooke,2022
1,2,1,1.0,1.0,1,1.0,Warner Robins,1999
1,2,1,1.0,1.0,1,1.0,Northport,2001
2,2,1,1.0,1.0,1,1.0,Northport,2015
3,2,1,1.0,1.0,1,1.0,Northport,2020
1,2,1,1.0,1.0,1,1.0,Terrebonne,2017
2,2,1,1.0,1.0,1,1.0,Terrebonne,2023
1,2,1,1.0,1.0,1,1.0,Andheri,2009
2,2,1,1.0,1.0,1,1.0,Andheri,2010
1,2,1,1.0,1.0,1,1.0,Criciúma,2003
1,2,1,1.0,1.0,1,1.0,Criciúma,2018
1,2,1,1.0,1.0,1,1.0,Doral,2010
2,2,1,1.0,1.0,1,1.0,Doral,2011
3,2,1,1.0,1.0,1,1.0,Doral,2014
4,2,1,1.0,1.0,1,1.0,Doral,2020
1,2,1,1.0,1.0,1,1.0,Woods Cross,2015
1,2,1,1.0,1.0,1,1.0,Lelystad,2018
2,2,1,1.0,1.0,1,1.0,Lelystad,2021
1,2,1,1.0,1.0,1,1.0,Winter Garden,2014
1,4,6,1.0,1.0,1,1.0,Winter Garden,2016
1,5,10,1.0,1.0,1,1.0,Winter Garden,2020
1,2,1,1.0,1.0,1,1.0,Sittingbourne,2020
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Horw,2016
1,2,1,1.0,1.0,1,1.0,Lewes,2010
2,2,1,1.0,1.0,1,1.0,Lewes,2012
3,2,1,1.0,1.0,1,1.0,Lewes,2013
4,2,1,1.0,1.0,1,1.0,Lewes,2017
5,2,1,1.0,1.0,1,1.0,Lewes,2018
7,2,1,1.0,1.0,1,1.0,Lewes,2020
8,3,3,1.0,1.0,1,1.0,Lewes,2021
9,3,3,1.0,1.0,1,1.0,Lewes,2023
10,3,3,1.0,1.0,1,1.0,Lewes,2024
1,2,1,1.0,1.0,1,1.0,Mount Airy,2010
1,2,1,1.0,1.0,1,1.0,Falls Church,2001
2,2,1,1.0,1.0,1,1.0,Falls Church,2008
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Falls Church,2009
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Falls Church,2015
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Falls Church,2018
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Falls Church,2019
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Falls Church,2020
1,2,1,1.0,1.0,1,1.0,Köln,2002
2,2,1,1.0,1.0,1,1.0,Köln,2003
3,2,1,1.0,1.0,1,1.0,Köln,2013
4,2,1,1.0,1.0,1,1.0,Köln,2014
6,2,1,1.0,1.0,1,1.0,Köln,2015
7,2,1,1.0,1.0,1,1.0,Köln,2016
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Köln,2018
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Köln,2019
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Köln,2020
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Köln,2021
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Köln,2023
1,2,1,1.0,1.0,1,1.0,Longueuil,2007
2,2,1,1.0,1.0,1,1.0,Longueuil,2018
3,2,1,1.0,1.0,1,1.0,Longueuil,2019
4,2,1,1.0,1.0,1,1.0,Longueuil,2021
1,2,1,1.0,1.0,1,1.0,Brick,2016
1,2,1,1.0,1.0,1,1.0,Wayzata,2012
3,2,1,1.0,1.0,1,1.0,Wayzata,2021
4,2,1,1.0,1.0,1,1.0,Wayzata,2023
1,2,1,1.0,1.0,1,1.0,Edison,2007
2,2,1,1.0,1.0,1,1.0,Edison,2011
3,2,1,1.0,1.0,1,1.0,Edison,2016
4,2,1,1.0,1.0,1,1.0,Edison,2017
5,2,1,1.0,1.0,1,1.0,Edison,2018
6,2,1,1.0,1.0,1,1.0,Edison,2020
6,3,3,1.0,1.0,1,1.0,Edison,2021
1,2,1,1.0,1.0,1,1.0,Wan Chai,2011
2,2,1,1.0,1.0,1,1.0,Wan Chai,2014
3,2,1,1.0,1.0,1,1.0,Wan Chai,2015
6,2,1,1.0,1.0,1,1.0,Wan Chai,2017
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Wan Chai,2023
1,2,1,1.0,1.0,1,1.0,Sagle,2018
1,2,1,1.0,1.0,1,1.0,Lidköping,2022
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Aveiro,2008
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Aveiro,2012
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Aveiro,2016
3,4,6,1.0,1.0,1,1.0,Aveiro,2017
4,4,6,1.0,1.0,1,1.0,Aveiro,2021
1,3,3,1.0,1.0,1,1.0,Bagneux,2015
1,3,3,1.0,1.0,1,1.0,Bagneux,2018
1,2,1,1.0,1.0,1,1.0,Glenwood,2004
1,3,3,1.0,1.0,1,1.0,Glenwood,2015
1,2,1,1.0,1.0,1,1.0,Gobles,2012
1,2,1,1.0,1.0,1,1.0,Fatehabad,2021
1,2,1,1.0,1.0,1,1.0,Chantilly,2011
3,2,1,1.0,1.0,1,1.0,Chantilly,2014
5,2,1,1.0,1.0,1,1.0,Chantilly,2016
6,2,1,1.0,1.0,1,1.0,Chantilly,2017
8,2,1,1.0,1.0,1,1.0,Chantilly,2019
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Chantilly,2021
1,2,1,1.0,1.0,1,1.0,North Kingstown,2013
2,2,1,1.0,1.0,1,1.0,North Kingstown,2019
3,2,1,1.0,1.0,1,1.0,North Kingstown,2020
4,2,1,1.0,1.0,1,1.0,North Kingstown,2021
1,2,1,1.0,1.0,1,1.0,Witney,1998
2,2,1,1.0,1.0,1,1.0,Witney,2007
2,2,1,1.0,1.0,1,1.0,Witney,2011
3,2,1,1.0,1.0,1,1.0,Witney,2015
1,2,1,1.0,1.0,1,1.0,Oxon Hill,2024
1,2,1,1.0,1.0,1,1.0,Johnstown,2015
1,2,1,1.0,1.0,1,1.0,Yankton,2012
1,2,1,1.0,1.0,1,1.0,Skanderborg,2021
1,2,1,1.0,1.0,1,1.0,Zedelgem,2019
1,2,1,1.0,1.0,1,1.0,Mahabalipuram,2013
1,2,1,1.0,1.0,1,1.0,Armadale,2019
1,2,1,1.0,1.0,1,1.0,Florianópolis,2012
3,2,1,1.0,1.0,1,1.0,Florianópolis,2013
5,2,1,1.0,1.0,1,1.0,Florianópolis,2014
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Florianópolis,2015
10,4,6,1.0,1.0,1,1.0,Florianópolis,2016
13,5,10,1.0,1.0,1,1.0,Florianópolis,2017
15,7,13,0.6190476190476191,0.8095238095238095,2,1.380952380952381,Florianópolis,2018
21,8,14,0.5,0.744047619047619,3,1.5357142857142858,Florianópolis,2019
23,12,15,0.22727272727272727,0.4871212121212125,5,2.8333333333333335,Florianópolis,2020
23,12,15,0.22727272727272727,0.4871212121212125,5,2.8333333333333335,Florianópolis,2021
22,12,15,0.22727272727272727,0.4871212121212126,5,2.8333333333333335,Florianópolis,2023
1,2,1,1.0,1.0,1,1.0,Poway,2005
2,2,1,1.0,1.0,1,1.0,Poway,2013
3,2,1,1.0,1.0,1,1.0,Poway,2015
1,2,1,1.0,1.0,1,1.0,Mayfair,2017
1,2,1,1.0,1.0,1,1.0,Tonbridge,2013
2,2,1,1.0,1.0,1,1.0,Tonbridge,2014
1,2,1,1.0,1.0,1,1.0,Lyngby,2005
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lyngby,2015
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lyngby,2017
1,5,5,0.5,0.75,2,1.5,Lyngby,2018
2,7,7,0.3333333333333333,0.6349206349206348,3,1.8571428571428572,Lyngby,2019
2,7,7,0.3333333333333333,0.6349206349206348,3,1.8571428571428572,Lyngby,2021
1,2,1,1.0,1.0,1,1.0,Brixen,2019
1,2,1,1.0,1.0,1,1.0,Methuen,2014
1,2,1,1.0,1.0,1,1.0,Ajax,2019
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2010
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2012
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2013
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2016
5,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2017
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2018
7,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2019
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2020
10,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2021
11,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Leuven,2022
1,2,1,1.0,1.0,1,1.0,Bruges,2017
1,2,1,1.0,1.0,1,1.0,Wattens,2022
1,2,1,1.0,1.0,1,1.0,Teaneck,2010
2,2,1,1.0,1.0,1,1.0,Teaneck,2017
1,2,1,1.0,1.0,1,1.0,La Paz,2000
1,2,1,1.0,1.0,1,1.0,Lake Orion,2011
1,3,3,1.0,1.0,1,1.0,Lake Orion,2016
1,2,1,1.0,1.0,1,1.0,Kogarah,2010
1,2,1,1.0,1.0,1,1.0,Market Deeping,2000
1,2,1,1.0,1.0,1,1.0,Port Adelaide,2011
1,2,1,1.0,1.0,1,1.0,Clifton,2010
2,2,1,1.0,1.0,1,1.0,Clifton,2012
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Clifton,2014
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Clifton,2015
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Clifton,2017
5,3,3,1.0,1.0,1,1.0,Clifton,2018
5,5,10,1.0,1.0,1,1.0,Clifton,2019
5,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Clifton,2021
6,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Clifton,2023
1,2,1,1.0,1.0,1,1.0,Congleton,2013
1,2,1,1.0,1.0,1,1.0,North Las Vegas,2007
2,2,1,1.0,1.0,1,1.0,North Las Vegas,2009
1,2,1,1.0,1.0,1,1.0,Mandaluyong,2001
1,2,1,1.0,1.0,1,1.0,Mandaluyong,2005
2,2,1,1.0,1.0,1,1.0,Mandaluyong,2010
3,2,1,1.0,1.0,1,1.0,Mandaluyong,2019
1,2,1,1.0,1.0,1,1.0,Wooster,2011
1,3,3,1.0,1.0,1,1.0,Wooster,2015
1,2,1,1.0,1.0,1,1.0,Arnold,2014
2,2,1,1.0,1.0,1,1.0,Arnold,2017
3,2,1,1.0,1.0,1,1.0,Arnold,2022
1,2,1,1.0,1.0,1,1.0,Sariyer,2016
2,2,1,1.0,1.0,1,1.0,Sariyer,2020
3,3,3,1.0,1.0,1,1.0,Sariyer,2023
1,2,1,1.0,1.0,1,1.0,Schweinfurt,2022
1,2,1,1.0,1.0,1,1.0,Montvale,2011
2,2,1,1.0,1.0,1,1.0,Montvale,2015
1,2,1,1.0,1.0,1,1.0,Lincoln,1929
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lincoln,2000
5,5,5,0.5,0.75,2,1.5,Lincoln,2001
6,6,7,0.4666666666666667,0.7333333333333333,2,1.5333333333333334,Lincoln,2006
7,6,7,0.4666666666666667,0.7333333333333333,2,1.5333333333333334,Lincoln,2007
8,6,7,0.4666666666666667,0.7333333333333333,2,1.5333333333333334,Lincoln,2008
8,7,8,0.3809523809523809,0.6904761904761905,2,1.619047619047619,Lincoln,2009
7,9,10,0.2777777777777778,0.6111111111111112,3,1.8888888888888888,Lincoln,2010
7,9,10,0.2777777777777778,0.6111111111111112,3,1.8888888888888888,Lincoln,2011
12,9,10,0.2777777777777778,0.6111111111111112,3,1.8888888888888888,Lincoln,2012
13,14,15,0.1648351648351648,0.5430402930402927,4,2.076923076923077,Lincoln,2013
15,14,15,0.1648351648351648,0.5430402930402927,4,2.076923076923077,Lincoln,2014
16,19,24,0.1403508771929824,0.5121832358674471,4,2.2222222222222223,Lincoln,2015
18,21,26,0.1238095238095238,0.4972222222222233,4,2.2857142857142856,Lincoln,2016
19,24,29,0.1050724637681159,0.4942632850241542,4,2.260869565217391,Lincoln,2017
23,25,31,0.1033333333333333,0.4952777777777769,4,2.25,Lincoln,2018
24,36,56,0.0888888888888888,0.4215570672713522,7,2.9206349206349205,Lincoln,2019
24,41,63,0.0768292682926829,0.3882225125822697,9,3.315853658536585,Lincoln,2020
25,42,65,0.0754936120789779,0.383578987150417,9,3.364692218350755,Lincoln,2021
26,42,65,0.0754936120789779,0.383578987150417,9,3.364692218350755,Lincoln,2022
24,42,65,0.0754936120789779,0.383578987150417,9,3.364692218350755,Lincoln,2023
24,43,66,0.0730897009966777,0.3768834924150553,9,3.4473975636766334,Lincoln,2024
1,2,1,1.0,1.0,1,1.0,Temple,2013
2,2,1,1.0,1.0,1,1.0,Temple,2020
1,2,1,1.0,1.0,1,1.0,Bento Gonçalves,2019
1,3,3,1.0,1.0,1,1.0,Bento Gonçalves,2021
1,2,1,1.0,1.0,1,1.0,Gillette,2005
1,2,1,1.0,1.0,1,1.0,Mcallen,2013
1,4,3,0.5,0.75,2,1.5,Mcallen,2014
2,5,5,0.5,0.75,2,1.5,Mcallen,2016
3,5,5,0.5,0.75,2,1.5,Mcallen,2017
1,2,1,1.0,1.0,1,1.0,Fassifern Valley,2022
1,2,1,1.0,1.0,1,1.0,Brownsville,2014
1,2,1,1.0,1.0,1,1.0,Brownsville,2015
1,2,1,1.0,1.0,1,1.0,Xánthi,2012
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Xánthi,2020
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Xánthi,2022
1,2,1,1.0,1.0,1,1.0,Port Laoise,2009
1,2,1,1.0,1.0,1,1.0,Tingsryd,2016
1,2,1,1.0,1.0,1,1.0,Aadorf,2018
1,2,1,1.0,1.0,1,1.0,Paoli,2014
2,2,1,1.0,1.0,1,1.0,Bologna,2008
3,2,1,1.0,1.0,1,1.0,Bologna,2013
5,2,1,1.0,1.0,1,1.0,Bologna,2014
6,2,1,1.0,1.0,1,1.0,Bologna,2015
9,3,3,1.0,1.0,1,1.0,Bologna,2016
12,3,3,1.0,1.0,1,1.0,Bologna,2017
14,3,3,1.0,1.0,1,1.0,Bologna,2018
16,4,6,1.0,1.0,1,1.0,Bologna,2019
21,4,6,1.0,1.0,1,1.0,Bologna,2020
22,6,7,0.4666666666666667,0.711111111111111,3,1.6666666666666667,Bologna,2021
23,6,7,0.4666666666666667,0.711111111111111,3,1.6666666666666667,Bologna,2022
23,6,7,0.4666666666666667,0.711111111111111,3,1.6666666666666667,Bologna,2023
1,2,1,1.0,1.0,1,1.0,Springville,2012
1,2,1,1.0,1.0,1,1.0,Springville,2015
1,2,1,1.0,1.0,1,1.0,Glassboro,1989
1,2,1,1.0,1.0,1,1.0,Jasper,2014
1,2,1,1.0,1.0,1,1.0,Hobe Sound,2014
1,2,1,1.0,1.0,1,1.0,Péruwelz,2017
1,3,3,1.0,1.0,1,1.0,Péruwelz,2018
1,4,6,1.0,1.0,1,1.0,Péruwelz,2021
1,2,1,1.0,1.0,1,1.0,Rosemount,2015
1,2,1,1.0,1.0,1,1.0,Blue Bell,2015
1,2,1,1.0,1.0,1,1.0,La Vista,2019
1,2,1,1.0,1.0,1,1.0,Seaham,2022
1,2,1,1.0,1.0,1,1.0,Canoga Park,2019
1,2,1,1.0,1.0,1,1.0,Wales,2001
1,2,1,1.0,1.0,1,1.0,Huizen,1999
1,2,1,1.0,1.0,1,1.0,Huizen,2018
1,3,3,1.0,1.0,1,1.0,Joplin,2013
2,3,3,1.0,1.0,1,1.0,Joplin,2014
3,3,3,1.0,1.0,1,1.0,Joplin,2016
3,3,3,1.0,1.0,1,1.0,Joplin,2018
3,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Joplin,2020
4,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Joplin,2021
1,2,1,1.0,1.0,1,1.0,Augusta,2013
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Augusta,2016
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Augusta,2018
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Augusta,2019
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Augusta,2020
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Augusta,2021
1,2,1,1.0,1.0,1,1.0,Surrey,2003
2,2,1,1.0,1.0,1,1.0,Surrey,2006
3,2,1,1.0,1.0,1,1.0,Surrey,2008
4,2,1,1.0,1.0,1,1.0,Surrey,2010
5,2,1,1.0,1.0,1,1.0,Surrey,2012
6,2,1,1.0,1.0,1,1.0,Surrey,2015
8,2,1,1.0,1.0,1,1.0,Surrey,2016
10,2,1,1.0,1.0,1,1.0,Surrey,2017
